0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
74.583,79.167,78.646,78.571,77.778,76.667,78.125,81.944,89.583,91.667
35.417,43.519,43.75,40.476,38.194,43.333,44.792,44.444,52.083,62.5
69.167,71.759,70.833,71.429,70.139,75.0,72.917,75.0,72.917,79.167
90.417,91.204,93.229,92.262,93.75,92.5,91.667,93.056,91.667,91.667
32.917,37.037,37.5,36.31,35.417,35.833,35.417,33.333,27.083,41.667
37.083,47.685,47.396,49.405,46.528,43.333,42.708,44.444,45.833,37.5
64.583,68.519,66.146,66.071,65.278,64.167,63.542,61.111,66.667,70.833
78.75,84.259,82.292,80.952,84.028,84.167,85.417,81.944,81.25,91.667
34.167,38.889,36.458,34.524,32.639,32.5,31.25,31.944,27.083,29.167
34.167,33.333,40.104,40.476,35.417,31.667,29.167,29.167,31.25,25.0
21.25,27.778,26.562,24.405,20.833,18.333,17.708,22.222,25.0,29.167
45.417,53.704,57.292,57.143,61.111,60.833,59.375,58.333,60.417,75.0
18.333,23.611,22.396,20.833,20.833,15.833,15.625,15.278,14.583,8.333
27.5,24.537,21.354,23.214,26.389,27.5,26.042,26.389,31.25,54.167
78.333,88.889,94.792,95.833,97.222,95.833,95.833,94.444,93.75,87.5
41.667,58.333,59.896,58.929,58.333,61.667,62.5,59.722,58.333,62.5
77.083,81.481,81.771,80.357,83.333,79.167,78.125,76.389,72.917,79.167
77.5,84.722,82.812,81.548,81.25,82.5,86.458,87.5,85.417,95.833
67.083,66.667,69.271,69.048,67.361,70.0,69.792,73.611,72.917,75.0
75.0,82.407,81.771,79.762,80.556,80.0,80.208,81.944,83.333,87.5
60.417,69.907,74.479,76.19,75.694,75.833,78.125,79.167,77.083,87.5
29.167,33.796,32.812,30.357,29.167,25.0,20.833,20.833,18.75,25.0
60.0,67.13,69.792,70.238,67.361,67.5,67.708,65.278,70.833,91.667
80.417,79.63,83.333,84.524,88.889,90.0,88.542,90.278,89.583,91.667
23.333,25.0,26.562,26.786,27.778,24.167,18.75,20.833,18.75,33.333
30.0,33.796,35.417,35.714,34.722,34.167,31.25,31.944,33.333,25.0
46.667,45.37,46.354,48.81,48.611,47.5,46.875,50.0,56.25,62.5
48.333,52.315,51.042,50.595,52.083,54.167,54.167,56.944,58.333,54.167
40.0,47.222,46.354,43.452,44.444,45.0,41.667,41.667,37.5,37.5
46.25,46.296,49.479,52.381,53.472,50.0,52.083,51.389,47.917,50.0
51.5,56.265,56.996,56.686,56.62,56.139,55.556,56.018,56.389,61.111
