0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
65.833,77.315,79.688,77.381,76.389,74.167,78.125,84.722,87.5,91.667
39.583,36.111,42.708,44.643,43.75,46.667,50.0,54.167,58.333,70.833
71.25,77.778,78.646,79.167,77.778,77.5,77.083,76.389,77.083,83.333
85.417,86.111,92.708,93.452,92.361,91.667,91.667,93.056,91.667,91.667
39.167,46.759,51.562,55.357,51.389,50.833,46.875,43.056,35.417,45.833
46.25,44.907,52.083,58.333,57.639,56.667,58.333,58.333,60.417,41.667
69.167,75.463,78.125,76.786,72.222,74.167,78.125,80.556,77.083,83.333
80.833,88.426,86.458,89.286,90.278,91.667,90.625,91.667,87.5,91.667
31.25,37.037,39.062,35.714,36.111,37.5,40.625,38.889,39.583,33.333
40.417,34.259,43.75,42.262,37.5,39.167,30.208,33.333,29.167,54.167
24.583,25.0,24.479,26.19,23.611,26.667,26.042,23.611,25.0,20.833
46.25,50.0,58.333,63.69,63.889,64.167,66.667,66.667,62.5,79.167
21.667,28.704,28.646,27.976,27.778,25.0,25.0,23.611,20.833,8.333
28.75,28.704,30.208,32.143,34.722,33.333,29.167,23.611,29.167,33.333
82.083,90.741,89.583,89.286,95.139,96.667,94.792,95.833,95.833,95.833
50.417,59.722,60.417,63.095,62.5,60.833,65.625,66.667,64.583,75.0
67.5,74.074,81.25,83.333,79.861,80.0,79.167,77.778,72.917,66.667
84.167,86.111,86.979,86.905,90.278,89.167,92.708,94.444,95.833,100.0
65.833,68.981,70.312,72.024,73.611,75.833,75.0,79.167,81.25,75.0
77.917,79.167,80.208,79.762,77.778,77.5,73.958,81.944,83.333,83.333
61.667,75.0,76.562,77.976,77.083,77.5,81.25,81.944,79.167,91.667
33.75,37.037,34.896,32.143,34.722,35.0,33.333,30.556,27.083,37.5
63.75,73.611,74.479,76.786,76.389,75.833,76.042,76.389,79.167,87.5
78.75,80.556,82.812,86.31,86.806,84.167,81.25,76.389,79.167,87.5
34.583,37.5,43.229,42.262,43.056,41.667,40.625,41.667,43.75,54.167
25.0,35.185,34.375,36.31,34.028,29.167,25.0,30.556,35.417,25.0
55.417,52.315,52.083,55.357,54.167,60.833,58.333,55.556,60.417,70.833
50.833,54.167,53.125,60.714,59.722,58.333,55.208,58.333,60.417,54.167
36.667,47.222,48.438,45.833,45.139,46.667,45.833,45.833,50.0,62.5
43.75,42.593,47.917,52.381,55.556,50.0,46.875,43.056,47.917,45.833
53.417,57.685,60.104,61.429,61.042,60.945,60.451,60.926,61.25,64.722
