0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
72.083,77.315,73.958,76.19,77.083,76.667,81.25,79.167,85.417,95.833
39.167,43.981,46.354,52.976,52.083,51.667,53.125,54.167,52.083,58.333
68.75,73.611,73.958,73.214,74.306,73.333,68.75,72.222,72.917,79.167
87.5,87.5,89.062,89.881,89.583,90.0,87.5,88.889,87.5,87.5
32.5,37.963,40.625,42.262,40.972,45.833,45.833,45.833,37.5,45.833
42.917,42.13,48.438,47.024,51.389,49.167,50.0,47.222,50.0,62.5
62.5,65.741,64.062,64.286,62.5,60.833,60.417,61.111,58.333,79.167
82.083,87.5,88.542,88.095,89.583,90.0,89.583,90.278,87.5,95.833
30.833,31.481,28.646,30.357,31.25,29.167,31.25,33.333,31.25,25.0
36.25,29.63,28.125,26.786,28.472,31.667,34.375,38.889,39.583,58.333
26.25,31.481,34.896,35.119,32.639,33.333,34.375,38.889,50.0,58.333
59.583,68.981,69.271,75.595,77.778,75.833,77.083,72.222,77.083,79.167
23.333,31.019,30.208,30.357,29.861,26.667,28.125,29.167,25.0,41.667
17.083,33.796,33.333,33.929,34.722,35.0,37.5,41.667,47.917,45.833
73.333,77.315,83.854,84.524,88.194,86.667,87.5,88.889,85.417,91.667
47.917,58.333,58.854,61.31,60.417,60.0,61.458,62.5,64.583,70.833
73.75,71.759,73.438,73.81,73.611,74.167,69.792,68.056,64.583,70.833
84.583,88.426,90.104,88.69,91.667,94.167,93.75,97.222,95.833,100.0
62.917,63.426,67.708,73.214,73.611,74.167,77.083,80.556,83.333,83.333
80.0,83.333,82.812,82.738,81.944,80.833,79.167,83.333,85.417,87.5
66.25,68.056,72.396,74.405,72.917,73.333,73.958,72.222,68.75,66.667
29.583,37.5,35.417,37.5,39.583,35.0,33.333,27.778,22.917,12.5
67.5,76.389,77.604,77.976,77.778,78.333,77.083,76.389,79.167,83.333
77.5,75.926,80.208,81.548,83.333,82.5,88.542,83.333,81.25,83.333
30.0,40.278,40.104,36.31,40.278,38.333,36.458,34.722,31.25,50.0
26.667,31.019,35.417,33.333,29.861,29.167,28.125,31.944,27.083,33.333
57.083,57.407,55.208,55.952,59.028,58.333,58.333,58.333,60.417,66.667
46.25,50.926,51.042,54.167,53.472,52.5,50.0,50.0,54.167,66.667
37.5,41.204,41.146,38.095,36.111,35.0,36.458,34.722,33.333,41.667
50.833,55.556,52.083,60.714,61.806,60.0,59.375,54.167,50.0,58.333
53.083,57.299,58.229,59.345,59.861,59.389,59.653,59.907,59.653,65.972
