0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
74.583,78.704,77.083,77.976,76.389,75.833,77.083,81.944,89.583,95.833
35.417,41.204,41.146,38.69,39.583,40.833,41.667,41.667,45.833,54.167
69.167,71.296,70.312,71.429,70.139,73.333,72.917,75.0,72.917,75.0
90.417,91.204,93.229,91.667,93.056,93.333,91.667,93.056,91.667,91.667
32.917,34.259,34.375,34.524,33.333,33.333,33.333,30.556,20.833,20.833
37.083,40.741,39.062,40.476,39.583,36.667,38.542,37.5,35.417,45.833
64.583,67.593,66.146,65.476,64.583,64.167,63.542,61.111,66.667,70.833
78.75,84.259,82.292,82.143,81.944,82.5,82.292,79.167,81.25,91.667
34.167,38.426,36.458,35.119,32.639,31.667,31.25,30.556,29.167,29.167
34.167,33.333,37.5,35.119,36.111,32.5,30.208,29.167,33.333,25.0
21.25,23.611,22.917,23.81,18.056,15.833,14.583,15.278,16.667,25.0
45.417,51.852,54.167,54.167,58.333,58.333,58.333,56.944,62.5,62.5
18.333,19.444,19.792,19.048,18.75,15.833,15.625,13.889,12.5,8.333
27.5,25.463,23.958,25.0,25.694,24.167,23.958,22.222,27.083,45.833
78.333,87.963,89.583,90.476,92.361,93.333,95.833,93.056,91.667,95.833
41.667,51.389,53.125,52.381,52.778,55.0,57.292,55.556,54.167,50.0
77.083,81.019,80.729,80.357,81.944,80.0,78.125,76.389,72.917,75.0
77.5,81.481,82.292,81.548,80.556,82.5,84.375,86.111,85.417,91.667
67.083,67.13,68.75,69.048,68.056,70.0,70.833,75.0,77.083,66.667
75.0,80.556,80.208,79.167,78.472,79.167,78.125,80.556,83.333,83.333
60.417,66.204,69.271,67.857,68.75,68.333,68.75,72.222,72.917,75.0
29.167,32.407,30.729,29.762,29.861,26.667,22.917,20.833,18.75,25.0
60.0,64.352,68.75,68.452,65.972,66.667,66.667,63.889,68.75,79.167
80.417,80.093,83.333,84.524,89.583,88.333,88.542,91.667,91.667,91.667
23.333,22.222,22.917,22.619,22.917,21.667,17.708,19.444,18.75,20.833
30.0,31.481,31.25,32.738,32.639,33.333,27.083,30.556,33.333,20.833
46.667,44.907,45.833,47.619,48.611,46.667,44.792,48.611,54.167,58.333
48.333,50.0,51.562,50.0,50.0,53.333,53.125,54.167,54.167,58.333
40.0,41.667,41.146,39.286,40.278,37.5,38.542,38.889,35.417,20.833
46.25,47.685,49.479,52.976,52.083,50.0,51.042,50.0,50.0,50.0
51.5,54.398,54.913,54.782,54.768,54.361,53.958,54.167,54.931,56.806
