0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
72.083,76.852,74.479,75.595,76.389,75.0,79.167,77.778,85.417,91.667
39.167,40.741,42.708,44.048,44.444,46.667,47.917,44.444,45.833,50.0
68.75,72.222,73.438,73.214,74.306,72.5,66.667,69.444,70.833,75.0
87.5,87.5,89.583,89.286,88.889,90.0,87.5,88.889,87.5,87.5
32.5,33.796,35.417,35.119,38.889,41.667,39.583,34.722,35.417,33.333
42.917,43.981,46.354,47.024,46.528,45.0,45.833,45.833,52.083,54.167
62.5,63.889,64.062,64.286,62.5,60.833,58.333,61.111,60.417,70.833
82.083,85.648,86.979,87.5,88.889,89.167,89.583,90.278,87.5,95.833
30.833,31.019,29.688,30.952,30.556,28.333,31.25,33.333,31.25,33.333
36.25,33.333,31.771,30.357,27.778,28.333,29.167,30.556,29.167,29.167
26.25,29.63,29.167,29.167,25.694,24.167,27.083,26.389,31.25,37.5
59.583,67.13,66.667,72.619,75.0,74.167,72.917,66.667,70.833,75.0
23.333,27.778,27.604,29.167,28.472,25.833,27.083,26.389,25.0,25.0
17.083,22.222,23.958,22.024,23.611,22.5,19.792,20.833,27.083,45.833
73.333,77.778,79.688,82.143,84.722,82.5,80.208,84.722,81.25,91.667
47.917,60.648,59.375,60.714,59.028,61.667,63.542,59.722,60.417,66.667
73.75,72.222,73.438,73.214,73.611,72.5,70.833,69.444,66.667,66.667
84.583,89.352,91.146,89.881,92.361,94.167,93.75,97.222,95.833,100.0
62.917,62.5,68.229,70.833,72.222,74.167,77.083,79.167,81.25,79.167
80.0,83.333,83.854,82.738,82.639,81.667,80.208,84.722,85.417,87.5
66.25,68.056,70.833,72.619,71.528,70.833,70.833,69.444,68.75,70.833
29.583,32.87,32.812,33.929,35.417,34.167,32.292,29.167,22.917,29.167
67.5,73.148,74.479,77.381,76.389,77.5,75.0,73.611,77.083,83.333
77.5,79.167,79.688,82.143,83.333,84.167,87.5,83.333,81.25,87.5
30.0,35.185,34.375,32.143,34.028,35.833,33.333,29.167,27.083,37.5
26.667,28.241,28.125,28.571,25.0,24.167,25.0,27.778,31.25,25.0
57.083,57.407,54.167,55.357,57.639,56.667,57.292,58.333,60.417,66.667
46.25,49.537,48.958,52.381,53.472,51.667,52.083,51.389,56.25,62.5
37.5,38.889,39.583,35.714,35.417,33.333,34.375,33.333,33.333,33.333
50.833,53.241,52.083,58.333,57.639,56.667,57.292,54.167,50.0,50.0
53.083,55.91,56.424,57.282,57.546,57.195,57.083,56.713,57.292,61.389
